Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
spectral-norm,18.49,14.98,0.0,0.18,318,2.37,0
spectral-norm,18.48,14.98,0.0,0.18,317,2.37,0
spectral-norm,18.49,14.99,0.0,0.18,317,2.37,0
spectral-norm,18.52,15.03,0.0,0.18,319,2.37,0
spectral-norm,18.52,15.04,0.0,0.18,318,2.37,0
spectral-norm,18.57,15.04,0.0,0.18,319,2.37,0
spectral-norm,18.47,15.0,0.0,0.18,317,2.37,0
spectral-norm,18.55,15.05,0.0,0.18,319,2.37,0
spectral-norm,18.61,15.08,0.0,0.18,319,2.37,0
spectral-norm,18.54,15.03,0.0,0.18,319,2.37,0
spectral-norm,18.48,15.0,0.0,0.18,318,2.37,0
spectral-norm,18.53,15.04,0.0,0.18,317,2.37,0
spectral-norm,18.55,15.06,0.0,0.18,319,2.37,0
spectral-norm,18.47,14.99,0.0,0.18,319,2.37,0
spectral-norm,18.5,14.99,0.0,0.18,317,2.37,0
spectral-norm,18.55,15.04,0.0,0.18,317,2.37,0
spectral-norm,18.46,14.97,0.0,0.18,317,2.37,0
spectral-norm,18.46,14.95,0.0,0.18,318,2.37,0
spectral-norm,18.43,14.94,0.0,0.18,317,2.37,0
spectral-norm,18.45,14.96,0.0,0.18,318,2.37,0
spectral-norm,18.44,14.94,0.0,0.18,320,2.37,0
spectral-norm,18.46,14.94,0.0,0.18,317,2.37,0
spectral-norm,18.46,14.93,0.0,0.18,318,2.37,0
spectral-norm,18.4,14.9,0.0,0.18,317,2.37,0
spectral-norm,18.35,14.85,0.0,0.18,317,2.37,0
spectral-norm,18.43,14.91,0.0,0.18,320,2.37,0
spectral-norm,18.35,14.86,0.0,0.18,318,2.37,0
spectral-norm,18.36,14.88,0.0,0.18,318,2.37,0
spectral-norm,18.38,14.86,0.0,0.18,317,2.37,0
spectral-norm,18.39,14.86,0.0,0.18,318,2.37,0
spectral-norm,18.35,14.85,0.0,0.18,318,2.37,0
