Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
matrix-multiplication,4.42,3.25,0,0.07,107.48,0.0,0
matrix-multiplication,1.81,1.32,0,0.03,44.84,0.0,0
matrix-multiplication,1.87,1.35,0,0.03,45.44,0.0,0
matrix-multiplication,1.78,1.31,0,0.02,41.69,0.0,0
matrix-multiplication,1.88,1.39,0,0.02,42.64,0.0,0
matrix-multiplication,1.81,1.35,0,0.02,42.17,0.0,0
matrix-multiplication,1.76,1.32,0,0.02,39.6,0.0,0
matrix-multiplication,1.81,1.33,0,0.02,42.88,0.0,0
matrix-multiplication,1.89,1.39,0,0.03,43.61,0.0,0
matrix-multiplication,1.7,1.27,0,0.02,40.58,0.0,0
matrix-multiplication,4.42,3.25,0,0.07,107.48,0.0,0
matrix-multiplication,1.81,1.32,0,0.03,44.84,0.0,0
matrix-multiplication,1.87,1.35,0,0.03,45.44,0.0,0
matrix-multiplication,1.78,1.31,0,0.02,41.69,0.0,0
matrix-multiplication,1.88,1.39,0,0.02,42.64,0.0,0
matrix-multiplication,1.81,1.35,0,0.02,42.17,0.0,0
matrix-multiplication,1.76,1.32,0,0.02,39.6,0.0,0
matrix-multiplication,1.81,1.33,0,0.02,42.88,0.0,0
matrix-multiplication,1.89,1.39,0,0.03,43.61,0.0,0
matrix-multiplication,1.7,1.27,0,0.02,40.58,0.0,0
matrix-multiplication,4.42,3.25,0,0.07,107.48,0.0,0
matrix-multiplication,1.81,1.32,0,0.03,44.84,0.0,0
matrix-multiplication,1.87,1.35,0,0.03,45.44,0.0,0
matrix-multiplication,1.78,1.31,0,0.02,41.69,0.0,0
matrix-multiplication,1.88,1.39,0,0.02,42.64,0.0,0
matrix-multiplication,1.81,1.35,0,0.02,42.17,0.0,0
matrix-multiplication,1.76,1.32,0,0.02,39.6,0.0,0
matrix-multiplication,1.81,1.33,0,0.02,42.88,0.0,0
matrix-multiplication,1.89,1.39,0,0.03,43.61,0.0,0
matrix-multiplication,1.7,1.27,0,0.02,40.58,0.0,0
matrix-multiplication,4.42,3.25,0,0.07,107.48,0.0,0
matrix-multiplication,1.81,1.32,0,0.03,44.84,0.0,0
matrix-multiplication,1.87,1.35,0,0.03,45.44,0.0,0
matrix-multiplication,1.78,1.31,0,0.02,41.69,0.0,0
matrix-multiplication,1.88,1.39,0,0.02,42.64,0.0,0
matrix-multiplication,1.81,1.35,0,0.02,42.17,0.0,0
matrix-multiplication,1.76,1.32,0,0.02,39.6,0.0,0
matrix-multiplication,1.81,1.33,0,0.02,42.88,0.0,0
matrix-multiplication,1.89,1.39,0,0.03,43.61,0.0,0
matrix-multiplication,1.7,1.27,0,0.02,40.58,0.0,0
matrix-multiplication,4.42,3.25,0,0.07,107.48,0.0,0
matrix-multiplication,1.81,1.32,0,0.03,44.84,0.0,0
matrix-multiplication,1.87,1.35,0,0.03,45.44,0.0,0
matrix-multiplication,1.78,1.31,0,0.02,41.69,0.0,0
matrix-multiplication,1.88,1.39,0,0.02,42.64,0.0,0
matrix-multiplication,1.81,1.35,0,0.02,42.17,0.0,0
matrix-multiplication,1.76,1.32,0,0.02,39.6,0.0,0
matrix-multiplication,1.81,1.33,0,0.02,42.88,0.0,0
matrix-multiplication,1.89,1.39,0,0.03,43.61,0.0,0
matrix-multiplication,1.7,1.27,0,0.02,40.58,0.0,0
