Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
1769.8873999999996;62607079;984006;55;
1779.6975000000002;66223769;998716;55.5;
1770.1445000000003;62646141;985166;55.5;
1770.4114000000009;62663658;984861;55;
1770.0715;62420739;985105;55.5;
1761.9521999999997;61743494;980222;56;
1760.5025999999998;61320644;979550;55.5;
1762.7243999999992;61515406;981687;55;
1761.3161;61487758;979795;55;
1761.2757999999994;61054165;979673;55;
1772.4137999999984;62842856;986509;54.5;
1770.8201000000008;62686974;985105;55.5;
1761.1010999999999;61698816;979734;55.5;
1760.857100000001;61580287;979062;55;
1768.506300000001;62688866;984677;54;
1768.8806000000004;62369042;996213;54.5;
1770.0429999999978;62638816;985105;55;
1769.8534;62645409;984739;55;
1770.8355999999985;62699607;985227;55.5;
1770.119700000003;62666039;984678;55.5;
1769.3767999999982;62595420;983945;55;
1770.560900000004;62707359;985166;55.5;
1770.5053000000044;62639000;984555;55.5;
1769.618300000002;62635155;984556;55;
1769.8801999999996;62631858;984495;55.5;
1769.1543999999994;62598229;983945;55.5;
1770.6329000000042;62691307;985105;55;
1767.8778999999995;62351097;983579;55;
1759.936400000006;61438259;978940;55;
1770.0646000000052;62926657;985837;55;
1769.5072;61195095;984617;55;
1769.4679000000033;60977993;984006;55;
1773.9621000000043;61213284;990110;55;
1769.5079999999944;60725735;984861;55;
1769.3876000000018;60762662;984067;55;
1770.2367000000086;60646207;984617;55;
1769.3386000000028;60840604;984006;55;
1769.2051999999967;60845059;984007;55;
1760.5449999999983;60155729;979123;54.5;
1759.3542999999918;60080779;978391;54;
1759.186600000001;60159209;978452;54.5;
1759.7719999999972;60117522;978940;54.5;
1759.148399999991;60116240;978391;54;
1759.8389999999927;60186369;979124;54.5;
1761.443299999999;60402311;980161;55;
1759.9743000000017;60120025;979062;55;
1761.055600000007;60216704;979551;55;
1769.7725999999966;61150417;984555;55;
1769.438300000009;61299342;984495;54.5;
1763.545299999998;60462919;983396;54.5;
1769.702099999995;60605192;984739;54.5;
1769.3408000000054;61299953;984006;54.5;
1770.1783000000141;61280544;984556;55;
1762.463499999998;60511320;980100;54.5;
1759.353999999992;60146208;978940;54;
1760.2378000000026;60177336;979063;54.5;
1760.1005000000005;60237700;979001;55;
1759.3730000000069;60122954;978940;54.5;
1759.8429000000033;60098906;978453;55;
1758.6888000000035;60042693;978330;55.5;
1760.095100000006;61732447;979001;54.5;
1760.232600000003;62109216;979612;54.5;
1759.6947000000073;61826990;979001;54.5;
1759.896299999993;61923364;978391;54.5;
1759.1267999999982;61564723;978391;55;
1770.7038999999932;62708274;985044;55;
1771.9863999999943;62872337;989621;57;
1769.3557999999903;62585961;984312;59;
1769.0427999999956;62579063;984067;59;
1769.643299999996;62642113;984617;59;
1768.9982000000018;62591209;983945;59.5;
1764.8601999999955;62111352;981748;60;
1760.2801999999792;61552211;979123;60;
1759.514200000005;61435084;979002;59.5;
1769.7986000000092;62694664;984494;59.5;
1769.5647999999928;62584251;984006;59.5;
1770.1927999999898;62706078;985044;60;
1769.5115000000224;62575706;984007;60;
1769.972700000013;62637413;984555;60;
1769.4684000000125;62648704;984495;59.5;
1769.5602000000072;62597008;983945;60;
1769.8910000000033;62690758;984494;60;
1769.2325999999885;62673301;984556;60;
1761.3436999999976;62123010;982664;57.5;
1757.8589999999967;61469081;978085;55;
1762.965599999996;61779688;980772;55;
1770.6527999999817;62671104;985166;55;
1769.6103000000003;62538964;983945;55.5;
1769.4291999999841;62578147;984556;56;
1770.4753999999957;62644188;984555;55.5;
1770.0703999999969;62570946;984617;55.5;
1769.2850000000035;62541527;983945;55.5;
1769.506400000013;62525291;983946;55.5;
1769.2178999999887;62540306;983945;56;
1769.6412999999884;62489037;984006;56;
1770.2767999999924;62576012;985349;56;
1769.9948999999906;62592308;984677;56;
1769.3601000000199;62583336;983946;55.5;
1769.3195000000123;62553184;984494;55;
1769.1684000000241;62549401;984006;55;
1769.43710000001;62449791;987242;55.5;
1758.4667999999947;61398158;978086;56;
1757.7829999999958;61474147;977842;55.5;
1759.5034999999916;61902552;978513;55.5;
1759.4837000000116;61414699;978330;55.5;
1769.40830000001;62457970;984617;55;
1770.5230000000156;62480492;984616;55;
1769.6880999999994;62532249;984556;55.5;
1769.6049000000057;62465295;984494;56;
1769.5601000000024;62254845;983946;55.5;
1769.604400000011;62222070;984555;55;
1769.8115999999864;62465111;984556;55.5;
1771.2262000000046;62889060;986570;56;
1769.543800000014;62422448;984616;56;
1766.9306000000215;62180321;982908;56;
1759.2375000000175;61086819;978452;55.5;
1760.3790000000154;61178249;979429;55.5;
1764.812099999981;61648951;985227;55.5;
1771.3973000000115;62356712;985776;54;
1759.9198000000033;61179958;979063;55;
1770.8594000000157;62562096;985166;55;
1760.5264000000025;60840725;979062;54.5;
1760.979399999982;61189053;979002;55;
1771.2362999999896;62512169;985166;55;
1769.2264999999898;62368859;984006;55;
1760.0261000000173;60866543;978941;54.5;
1760.9400000000023;61055691;979489;54.5;
1759.6545000000042;60793851;978391;55;
1760.7963000000163;60986417;979550;55;
1761.6750000000175;61080654;980161;55;
1770.3411999999953;62433251;984556;55;
1760.0632000000041;60905911;978940;55;
1760.113000000012;60787198;978391;55;
1759.9167000000016;61227322;978940;54;
1765.0292999999947;61581385;984922;55;
1759.3960999999836;60774686;978635;55;
1758.9702000000107;60688565;978391;54.5;
1760.0141000000003;60776028;978452;54;
1758.6731000000145;60566556;977781;53.5;
1759.179999999993;60956265;978391;54;
1760.5592999999935;61022671;979124;54;
1759.6086000000068;61000516;978391;54;
1759.0188999999955;60792935;978391;54;
1760.0722999999998;60728360;979002;54.5;
1769.7954000000027;62294702;983945;54.5;
1760.57150000002;61224635;978940;54;
1760.3729000000167;61222012;979184;54;
1760.6860999999917;61274135;978940;54;
1760.1693000000087;60723050;978941;54;
1770.548199999961;62261865;984494;54;
1759.7385000000359;60570340;978330;53.5;
1764.811400000006;61475490;984983;54;
1770.2102000000305;62506676;984738;54;
1760.8530000000028;61389370;979062;54;
1760.7920999999624;61118252;979002;54.5;
1760.5605000000214;61191250;979001;55;
1770.220100000035;62467797;983945;55;
1761.070400000026;61253261;979551;54;
1760.3720999999787;61287624;979001;54;
1760.1639999999898;61003628;978391;54;
1760.6792000000132;61330897;978941;54;
1760.554599999974;61214382;978940;54.5;
1764.7282999999588;61872888;981748;54.5;
1760.9189999999944;61052090;979551;55.5;
1770.320699999982;62585472;984494;55.5;
1761.1179999999586;61494471;978879;54.5;
1760.1802000000025;61170315;978879;54.5;
1759.5152000000235;61203884;978452;54.5;
1763.132799999963;61441615;983884;54.5;
1758.736900000018;61310634;978147;56;
1766.7201999999816;62027246;982297;55.5;
1770.2420000000275;62287011;984617;55.5;
1769.255199999956;62476585;984006;56;
1769.2065000000293;62583763;984006;55.5;
1768.7472000000416;62274133;983640;55.5;
1759.7767999999924;60965969;979001;56;
1759.0854999999865;61197720;978391;55.5;
1759.9928000000073;61100734;978941;55;
1759.539999999979;61265346;978940;55.5;
1759.3788000000059;61462551;978452;56;
1766.0053999999654;62235131;982297;55.5;
1763.3136999999988;61606714;980649;55.5;
