Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,11.86,224.52,0.05,2.37,0.0
C++,7.39,141.58,0.05,2.37,0.0
C#,20.01,375.39,0.05,2.37,0.0
Rust,18.64,317.97,0.06,2.37,0.0
Java,28.35,698.84,0.04,2.37,0.0
