Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,33.32,641.06,0.05,32.0,0.0
C++,22.13,355.03,0.06,32.0,0.0
C#,118.14,2618.58,0.05,32.0,0.0
Rust,57.39,1439.87,0.04,32.0,0.0
Java,91.09,1705.16,0.05,32.0,0.0
