Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,36.14,879.71,0.04,131.25,0.0
C++,36.22,892.29,0.04,131.25,0.0
C#,307.62,11966.26,0.03,131.25,0.0
Rust,40.09,752.13,0.05,131.25,0.0
Java,88.64,1723.23,0.05,131.25,0.0
