Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,85.33,3959.97,0.02,1.87,0.0
C++,93.47,4288.61,0.02,1.87,0.0
C#,100.78,5041.81,0.02,1.87,0.0
Rust,58.84,2974.03,0.02,1.87,0.0
Java,106.28,5157.74,0.02,1.87,0.0
