Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
k-nucleotide,88.72,60.94,0.0,1.84,2512,127.37,0
k-nucleotide,87.3,60.38,0.0,1.67,2432,127.37,0
k-nucleotide,91.03,62.14,0.0,2.17,2610,127.37,0
k-nucleotide,88.65,60.99,0.0,1.8,2500,127.37,0
k-nucleotide,81.2,59.02,0.0,1.61,2004,127.37,0
k-nucleotide,87.41,60.21,0.0,1.76,2457,127.37,0
k-nucleotide,87.55,60.22,0.0,1.75,2470,127.37,0
k-nucleotide,87.24,60.0,0.0,1.8,2461,127.37,0
k-nucleotide,87.76,60.19,0.0,1.82,2491,127.37,0
k-nucleotide,87.03,59.74,0.0,1.78,2466,127.37,0
k-nucleotide,87.44,60.27,0.0,1.86,2456,127.37,0
k-nucleotide,86.56,59.72,0.0,1.73,2425,127.37,0
k-nucleotide,88.26,60.56,0.0,1.87,2502,127.37,0
k-nucleotide,88.93,61.21,0.0,1.82,2505,127.37,0
k-nucleotide,87.1,60.22,0.0,1.71,2429,127.37,0
k-nucleotide,88.17,60.58,0.0,1.83,2493,127.37,0
k-nucleotide,87.73,60.28,0.0,1.7,2479,127.37,0
k-nucleotide,88.2,60.58,0.0,1.86,2496,127.37,0
k-nucleotide,86.6,59.63,0.0,1.71,2437,127.37,0
k-nucleotide,87.34,60.1,0.0,1.82,2462,127.37,0
k-nucleotide,87.89,60.7,0.0,1.76,2457,127.37,0
k-nucleotide,87.19,60.18,0.0,1.8,2440,127.37,0
k-nucleotide,88.69,60.85,0.0,1.82,2514,127.37,0
k-nucleotide,86.26,59.35,0.0,1.67,2433,127.37,0
k-nucleotide,88.62,61.01,0.0,1.97,2495,127.37,0
k-nucleotide,86.43,59.64,0.0,1.63,2419,127.37,0
k-nucleotide,88.27,60.51,0.0,1.79,2510,127.37,0
k-nucleotide,87.1,60.34,0.0,1.63,2417,127.37,0
k-nucleotide,89.13,61.28,0.0,1.99,2516,127.37,0
k-nucleotide,87.02,60.12,0.0,1.7,2429,127.37,0
k-nucleotide,88.59,60.78,0.0,2.01,2512,127.37,0
k-nucleotide,86.99,60.08,0.0,1.67,2433,127.37,0
k-nucleotide,88.86,61.11,0.0,2.02,2505,127.37,0
k-nucleotide,86.29,59.53,0.0,1.74,2419,127.37,0
k-nucleotide,89.66,61.33,0.0,2.03,2559,127.37,0
k-nucleotide,87.38,60.28,0.0,1.79,2449,127.37,0
k-nucleotide,88.14,60.76,0.0,1.87,2473,127.37,0
k-nucleotide,86.8,59.9,0.0,1.78,2430,127.37,0
k-nucleotide,87.51,60.27,0.0,1.79,2462,127.37,0
k-nucleotide,88.15,60.57,0.0,1.86,2491,127.37,0
k-nucleotide,87.94,60.61,0.0,1.89,2469,127.37,0
k-nucleotide,88.15,60.69,0.0,1.86,2482,127.37,0
k-nucleotide,86.82,60.08,0.0,1.61,2416,127.37,0
k-nucleotide,88.19,60.58,0.0,1.93,2495,127.37,0
k-nucleotide,88.07,60.89,0.0,1.85,2457,127.37,0
