Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,17.4,154.24,0.11,2.37,0.0
C++,13.07,128.69,0.1,2.37,0.0
C#,38.67,466.48,0.08,32.24,0.0
Rust,76.84,1432.64,0.05,2.37,0.0
Java,68.49,897.83,0.08,44.56,0.0
