Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,48.35,716.93,0.07,148.5,0.0
C++,376.72,8194.25,0.05,212.35,0.0
C#,446.85,5449.69,0.08,788.17,0.0
Rust,172.09,3698.9,0.05,150.45,0.0
Java,291.67,4308.11,0.07,666.8,0.0
