Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,89.53,2308.51,0.04,1.87,0.0
C++,88.0,2212.8,0.04,1.87,0.0
C#,138.98,3703.21,0.04,30.11,0.0
Rust,92.71,2408.02,0.04,1.87,0.0
Java,168.45,4163.17,0.04,42.27,0.0
