Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,0.48,10.69,0.05,0.0,0.0
C++,1.24,29.5,0.04,0.0,0.0
C#,11.28,253.32,0.04,0.0,0.0
Rust,27.56,687.16,0.04,0.0,0.0
Java,30.91,506.64,0.06,0.0,0.0
