Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,2.1,49.09,0.04,0.0,0.0
C++,2.76,67.51,0.04,0.0,0.0
C#,12.88,296.27,0.04,0.0,0.0
Rust,27.63,678.6,0.04,0.0,0.0
Java,33.71,556.61,0.06,0.0,0.0
