Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,96.04,1228.63,0.08,32.0,0.0
C++,73.42,1080.12,0.07,33.5,0.0
C#,208.53,2238.81,0.09,63.58,0.0
Rust,139.6,2333.21,0.06,33.75,0.0
Java,218.79,2515.99,0.09,87.23,0.0
