Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,87.58,2258.3,0.04,1.87,0.0
C++,81.8,2054.0,0.04,1.87,0.0
C#,131.55,3557.0,0.04,30.11,0.0
Rust,67.18,1730.5,0.04,1.87,0.0
Java,137.4,3685.6,0.04,42.27,0.0
