Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,54.97,697.6,0.08,131.25,0.0
C++,45.99,685.4,0.07,132.5,0.0
C#,360.79,8146.6,0.04,1658.38,0.0
Rust,45.84,635.5,0.07,403.99,0.0
Java,96.29,1402.9,0.07,2433.12,0.0
