Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,85.52,1321.7,0.06,32.0,0.0
C++,71.57,1113.1,0.06,33.5,0.0
C#,169.07,2217.8,0.08,63.58,0.0
Rust,70.49,1077.9,0.07,33.75,0.0
Java,96.12,1467.8,0.07,87.23,0.0
