Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,91.43,2381.4,0.04,148.5,0.0
C++,374.42,7991.9,0.05,212.35,0.0
C#,315.24,4821.2,0.07,788.17,0.0
Rust,37.55,875.6,0.04,150.45,0.0
Java,221.71,3286.0,0.07,666.8,0.0
