Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
k-nucleotide,104.38,82.29,0.0,2.15,1987,127.37,0
k-nucleotide,101.6,79.76,0.0,2.12,1965,127.37,0
k-nucleotide,102.29,80.46,0.0,2.14,1966,127.37,0
k-nucleotide,102.9,81.41,0.0,2.11,1933,127.37,0
k-nucleotide,100.54,79.01,0.0,2.07,1939,127.37,0
k-nucleotide,101.17,79.76,0.0,2.12,1927,127.37,0
k-nucleotide,100.51,78.78,0.0,2.13,1956,127.37,0
k-nucleotide,100.36,78.85,0.0,2.12,1934,127.37,0
k-nucleotide,100.43,78.91,0.0,2.1,1939,127.37,0
k-nucleotide,101.18,79.51,0.0,2.09,1952,127.37,0
k-nucleotide,100.39,78.88,0.0,2.09,1936,127.37,0
k-nucleotide,100.64,79.13,0.0,2.11,1935,127.37,0
k-nucleotide,100.68,79.33,0.0,2.11,1921,127.37,0
k-nucleotide,103.08,81.17,0.0,2.13,1973,127.37,0
k-nucleotide,101.82,80.09,0.0,2.13,1957,127.37,0
k-nucleotide,100.36,78.65,0.0,2.14,1955,127.37,0
k-nucleotide,101.28,79.31,0.0,2.17,1978,127.37,0
k-nucleotide,100.76,78.95,0.0,2.12,1965,127.37,0
k-nucleotide,100.23,78.52,0.0,2.09,1958,127.37,0
k-nucleotide,100.42,78.67,0.0,2.08,1959,127.37,0
k-nucleotide,100.96,79.31,0.0,2.12,1947,127.37,0
k-nucleotide,99.79,78.34,0.0,2.12,1931,127.37,0
k-nucleotide,103.69,82.01,0.0,2.13,1952,127.37,0
k-nucleotide,100.35,78.77,0.0,2.05,1944,127.37,0
k-nucleotide,100.5,79.24,0.0,2.05,1915,127.37,0
k-nucleotide,101.25,79.39,0.0,2.08,1971,127.37,0
k-nucleotide,104.05,82.06,0.0,2.13,1980,127.37,0
k-nucleotide,104.15,82.06,0.0,2.07,1991,127.37,0
k-nucleotide,102.72,80.67,0.0,2.14,1985,127.37,0
k-nucleotide,101.32,79.79,0.0,2.09,1937,127.37,0
k-nucleotide,101.85,80.33,0.0,2.03,1940,127.37,0
