Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,0.92,27.8,0.03,0.0,0.0
C++,0.2,6.4,0.03,0.0,0.0
C#,2.66,98.2,0.03,0.0,0.0
Rust,0.27,7.0,0.04,0.0,0.0
Java,1.31,34.2,0.04,0.0,0.0
