Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,84.58,3897.0,0.02,1.87,0.0
C++,92.56,4259.4,0.02,1.87,0.0
C#,101.33,5023.2,0.02,1.87,0.0
Rust,60.43,2973.6,0.02,1.87,0.0
Java,106.5,5131.2,0.02,1.87,0.0
