Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,33.32,640.4,0.05,32.0,0.0
C++,21.96,354.0,0.06,32.0,0.0
C#,121.56,2733.8,0.04,32.0,0.0
Rust,56.29,1378.8,0.04,32.0,0.0
Java,90.4,1687.2,0.05,32.0,0.0
