Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,195.75,3597.2,0.05,1.87,0.0
C++,204.18,3673.8,0.06,1.87,0.0
C#,415.74,7380.8,0.06,1.87,0.0
Rust,184.05,3644.6,0.05,1.87,0.0
Java,291.2,5197.0,0.06,1.87,0.0
