Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
3.2504381131115165E-20;2.4186924164892876E-15;3.3068166260807885E-17;58;
3.250980214197777E-20;0;0;58;
5.0919555030781874E-20;0;0;58;
3.265616943526317E-20;2.36242232373729E-15;3.3068166260807885E-17;58;
3.2607380337501626E-20;0;0;58;
3.255317022887748E-20;2.0414984806815806E-15;2.9761349634727097E-17;58;
3.254774921801487E-20;2.3227405242243204E-15;2.981555974335137E-17;58;
3.25206441637026E-20;0;0;58;
3.25585912397397E-20;2.193666255589921E-15;3.3068166260807885E-17;58;
3.4613154356599757E-20;0;0;58;
3.2672432467850605E-20;2.3326067639939385E-15;2.9761349634727097E-17;58;
3.2715800554749924E-20;2.130836739694386E-15;2.981555974335137E-17;58;
3.2461013044215846E-20;0;0;58;
3.1674966469163954E-20;2.150677639450871E-15;2.9761349634727097E-17;58;
3.1685808490888784E-20;0;0;58;
3.162617737140203E-20;0;3.3068166260807885E-17;58;
3.186470184934905E-20;2.3359677907286436E-15;2.981555974335137E-17;58;
3.172917657778849E-20;0;0;58;
3.169122950175139E-20;2.1539302459683274E-15;2.9761349634727097E-17;58;
3.1756281632100755E-20;0;0;58;
3.172917657778849E-20;2.180438989085598E-15;3.3068166260807885E-17;58;
3.178880769727486E-20;2.150677639450871E-15;2.981555974335137E-17;58;
3.19189119579732E-20;0;0;58;
3.1696650512614E-20;2.2697772480984035E-15;2.9761349634727097E-17;58;
3.1696650512614E-20;0;0;58;
3.164786141485169E-20;2.1374503729465477E-15;2.9761349634727097E-17;58;
3.1674966469163954E-20;0;0;58;
3.175086062123776E-20;0;0;58;
3.1664124447439124E-20;2.1870526223377595E-15;2.6454533008646308E-17;58.5;
3.312237636943239E-20;0;0;59;
3.212491037074535E-20;2.425306049741449E-15;3.3068166260807885E-17;59;
3.1674966469163954E-20;0;0;59;
3.172917657778849E-20;0;0;59;
4.793799905644675E-20;2.1870526223377595E-15;3.3068166260807885E-17;58.5;
3.200022712090962E-20;2.2367090818375956E-15;3.3068166260807885E-17;58;
3.1983964088322566E-20;0;0;58.5;
3.178338668641302E-20;2.2664704314723227E-15;2.981555974335137E-17;59;
3.168038748002579E-20;0;0;59;
3.1837596795036786E-20;2.110941629829277E-15;2.9761349634727097E-17;59;
3.1691229501751006E-20;2.1440640061987093E-15;2.9761349634727097E-17;59;
3.1691229501751777E-20;0;0;58.5;
3.1696650512613614E-20;2.3194337075982396E-15;3.312237636943216E-17;58;
3.2970588065284E-20;0;0;58;
3.165870343657613E-20;2.355754480376504E-15;2.9761349634727097E-17;58.5;
3.166412444743874E-20;0;2.9761349634727097E-17;59;
3.168580849088917E-20;0;0;58.5;
3.16858084908884E-20;2.246629531715838E-15;3.312237636943216E-17;58.5;
3.166954545830212E-20;0;0;59;
3.1674966469163954E-20;2.193666255589921E-15;2.9761349634727097E-17;58.5;
3.188638589279871E-20;0;0;58;
3.1669545458301347E-20;2.3657291403633707E-15;2.9761349634727097E-17;58;
3.170207152347622E-20;2.2002798888420827E-15;3.312237636943216E-17;58;
3.1691229501751006E-20;0;0;58;
3.172917657778849E-20;2.1407571895726285E-15;2.9761349634727097E-17;58.5;
3.1712913545201436E-20;0;0;59;
3.162617737140203E-20;2.0613393804380653E-15;2.9761349634727097E-17;59;
3.321995456495624E-20;2.2234276052246482E-15;2.9761349634727097E-17;59;
3.164244040398908E-20;0;0;59;
3.1691229501751777E-20;2.276390881350565E-15;2.981555974335137E-17;59;
3.1669545458301347E-20;0;0;59;
3.166412444743874E-20;2.21356136545503E-15;3.3068166260807885E-17;58.5;
3.1674966469163954E-20;0;0;58;
3.1902648925385765E-20;0;0;58.5;
3.1691229501751006E-20;2.243268504981133E-15;2.981555974335137E-17;59;
4.826325970819203E-20;2.299592807841755E-15;3.3068166260807885E-17;59;
3.211406834902052E-20;0;0;59;
3.1756281632100755E-20;2.1407029794640042E-15;3.3068166260807885E-17;59;
3.1696650512613614E-20;0;0;59;
3.163701939312724E-20;2.1705185392073556E-15;2.981555974335137E-17;58.5;
3.188638589279871E-20;2.2499363483419188E-15;2.9761349634727097E-17;58;
3.1674966469163954E-20;0;0;58.5;
3.163701939312724E-20;2.2697772480984035E-15;3.3068166260807885E-17;59;
3.168038748002579E-20;0;0;59;
3.1696650512613614E-20;2.114248446455358E-15;2.981555974335137E-17;59;
3.1691229501751006E-20;0;2.9761349634727097E-17;59;
3.2211646544544376E-20;0;0;59;
3.003782118871119E-20;2.425306049741449E-15;2.9761349634727097E-17;59;
3.1631598382264635E-20;0;0;59;
3.1609914338814975E-20;2.1605980893291132E-15;3.312237636943216E-17;58.5;
3.16587034365769E-20;0;0;58;
3.162075636053942E-20;2.147316612716166E-15;2.9761349634727097E-17;58;
3.1674966469163954E-20;2.2234818153332725E-15;2.9761349634727097E-17;58;
