Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB)
21.975036621093750000,15.553405761718750000,0.000000000000000000,0.323547363281250000,579.757,4.37
24.455810546875000000,17.217529296875000000,0.000000000000000000,0.363525390625000000,652.67,4.37
23.646545410156250000,16.661804199218750000,0.000000000000000000,0.351806640625000000,632.334,4.37
23.631896972656250000,16.568298339843750000,0.000000000000000000,0.356018066406250000,639.308,4.37
22.995056152343750000,16.144165039062500000,0.000000000000000000,0.344055175781250000,617.609,4.37
23.120910644531250000,16.369628906250000000,0.000000000000000000,0.340148925781250000,611.448,4.37
22.929077148437500000,16.201904296875000000,0.000000000000000000,0.337280273437500000,605.308,4.37
24.198303222656250000,17.026977539062500000,0.000000000000000000,0.361389160156250000,649.418,4.37
24.268066406250000000,17.086059570312500000,0.000000000000000000,0.361083984375000000,648.993,4.37
23.043090820312500000,16.278442382812500000,0.000000000000000000,0.340148925781250000,611.074,4.37
