Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
fasta,375.28,268.82,0.0,5.37,9619,12.23,0
fasta,420.92,297.95,0.0,6.2,11109,12.23,0
fasta,437.97,307.59,0.0,6.57,11777,12.23,0
fasta,374.94,265.16,0.0,5.54,9920,12.23,0
fasta,372.76,267.61,0.0,5.31,9496,12.23,0
