Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
matrix-multiplication,1.59,1.16,0.0,0.02,39,0.0,0
matrix-multiplication,1.46,1.07,0.0,0.02,35,0.0,0
matrix-multiplication,1.47,1.08,0.0,0.02,35,0.0,0
matrix-multiplication,1.48,1.1,0.0,0.02,35,0.0,0
matrix-multiplication,1.48,1.09,0.0,0.02,35,0.0,0
matrix-multiplication,1.49,1.1,0.0,0.02,35,0.0,0
matrix-multiplication,1.48,1.09,0.0,0.02,35,0.0,0
matrix-multiplication,1.48,1.09,0.0,0.02,35,0.0,0
matrix-multiplication,1.49,1.1,0.0,0.02,35,0.0,0
matrix-multiplication,1.49,1.1,0.0,0.02,35,0.0,0
