Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
1564;101661987.3046875;869995.1171875
1567;101710266.11328125;871643.06640625
1569;101843200.68359375;873352.05078125
1564;101585632.32421875;869384.765625
1567;101658020.01953125;871643.06640625
1570;101944946.2890625;873352.05078125
1567;101713500.9765625;871643.06640625
1570;102007080.078125;873840.33203125
1567;101693908.69140625;871093.75
1569;101922119.140625;872680.6640625
1568;101808898.92578125;872741.69921875
1566;101620605.46875;870544.43359375
1570;101971923.828125;873291.015625
1566;101616638.18359375;870483.3984375
1569;101884826.66015625;873352.05078125
1565;101609924.31640625;870483.3984375
1572;102007629.39453125;874450.68359375
1567;101770141.6015625;871582.03125
1564;101500305.17578125;869995.1171875
1567;101759216.30859375;871643.06640625
1564;101504699.70703125;869995.1171875
1568;101855773.92578125;872802.734375
1570;101873962.40234375;872741.69921875
1563;101584533.69140625;869995.1171875
1564;101521911.62109375;869934.08203125
1564;101623352.05078125;869995.1171875
1571;101943420.41015625;874450.68359375
1567;101690246.58203125;871093.75
1565;101705383.30078125;871032.71484375
1574;102105529.78515625;875000.0
1567;101844055.17578125;871643.06640625
1567;101682373.046875;871582.03125
1570;101915405.2734375;873901.3671875
1571;102007385.25390625;873291.015625
1570;101872314.453125;873229.98046875
1567;101761352.5390625;872253.41796875
1570;101972534.1796875;873352.05078125
1564;101502563.4765625;870544.43359375
1565;101659240.72265625;870544.43359375
1567;101734741.2109375;871582.03125
1566;101703063.96484375;871093.75
1567;101670593.26171875;871032.71484375
1567;101780700.68359375;871765.13671875
1564;101517517.08984375;869995.1171875
1573;102133605.95703125;875549.31640625
1568;101854370.1171875;872192.3828125
1566;101705749.51171875;871032.71484375
1564;101523681.640625;869995.1171875
1574;102188598.6328125;875549.31640625
1571;101886657.71484375;873291.015625
1568;101910583.49609375;872680.6640625
1572;102060974.12109375;874450.68359375
1564;101444519.04296875;869934.08203125
1569;102037719.7265625;872741.69921875
1569;101783203.125;872192.3828125
1573;102065185.546875;875000.0
1566;101824279.78515625;871643.06640625
1569;101865051.26953125;873229.98046875
1566;101610534.66796875;871093.75
1565;101676086.42578125;871337.890625
1571;101964660.64453125;873901.3671875
1568;101852355.95703125;872253.41796875
1571;101918640.13671875;873229.98046875
1569;101928100.5859375;872741.69921875
1570;101856018.06640625;873352.05078125
1564;101536682.12890625;869384.765625
1565;101657104.4921875;869934.08203125
1570;101917236.328125;873901.3671875
1566;101643676.7578125;871032.71484375
1565;101582458.49609375;870544.43359375
1567;101800842.28515625;871582.03125
1563;101522399.90234375;869812.01171875
1571;101871643.06640625;873474.12109375
1566;101717407.2265625;871093.75
1566;101699584.9609375;871704.1015625
1566;101601806.640625;870544.43359375
1570;101996826.171875;873901.3671875
1567;101627258.30078125;871032.71484375
1566;101758483.88671875;871643.06640625
1570;101880187.98828125;872741.69921875
1650;107770690.91796875;1131103.515625
1666;107924804.6875;1259338.37890625
1694;109301513.671875;1404113.76953125
1666;108850097.65625;1359924.31640625
1664;108040222.16796875;1475769.04296875
1664;107976196.2890625;1483459.47265625
1663;107976074.21875;1477722.16796875
1672;108496582.03125;1476928.7109375
1664;108119140.625;1468444.82421875
1665;107967285.15625;1459960.9375
1582;102299865.72265625;956604.00390625
1572;102037353.515625;875244.140625
1568;101901123.046875;872314.453125
