Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,67.21,47.85,0.0,0.97,1749,1.87,0
n-body,65.23,46.23,0.0,0.95,1716,1.87,0
n-body,66.67,47.44,0.0,0.97,1736,1.87,0
n-body,66.15,47.0,0.0,0.96,1728,1.87,0
n-body,66.76,47.5,0.0,0.97,1741,1.87,0
n-body,66.66,47.49,0.0,0.96,1734,1.87,0
n-body,66.79,47.48,0.0,0.97,1743,1.87,0
n-body,65.87,46.85,0.0,0.96,1720,1.87,0
n-body,66.98,47.66,0.0,0.97,1743,1.87,0
n-body,66.91,47.64,0.0,0.97,1740,1.87,0
