Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
k-nucleotide,128.3,112.4,0.0,1.69,1421,153.46,0
k-nucleotide,128.73,112.73,0.0,1.67,1430,153.46,0
k-nucleotide,105.26,87.92,0.0,1.84,1551,153.46,0
k-nucleotide,103.1,85.31,0.0,1.95,1588,153.46,0
k-nucleotide,101.67,84.15,0.0,1.85,1567,153.46,0
k-nucleotide,101.39,83.94,0.0,1.8,1564,153.46,0
k-nucleotide,101.29,83.82,0.0,1.86,1558,153.46,0
k-nucleotide,101.15,83.7,0.0,1.79,1559,153.46,0
k-nucleotide,102.56,84.86,0.0,1.91,1581,153.46,0
k-nucleotide,101.19,83.78,0.0,1.72,1559,153.46,0
