Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
7.952622935181226E-21;0;0;57;
8.017675065530301E-21;0;0;57;
8.082727195879376E-21;0;0;57;
8.044780119842375E-21;0;0;57;
8.02851708725513E-21;0;0;57;
7.974306978630886E-21;0;0;57;
8.023096076392812E-21;0;0;57;
8.050201130704887E-21;0;0;57;
7.985149000355715E-21;0;0;57;
8.055622141567301E-21;0;0;57;
8.012254054667886E-21;0;0;57;
8.061043152429716E-21;0;0;57;
8.023096076392716E-21;0;0;56.5;
8.044780119842375E-21;0;0;56;
8.023096076392716E-21;0;0;56;
8.039359108980057E-21;0;0;56;
7.963464956906056E-21;0;0;56;
7.930938891731374E-21;2.5840874579019513E-15;2.9761349634727097E-17;56;
8.088148206741887E-21;0;0;56;
8.006833043805375E-21;0;0;56;
8.017675065530301E-21;0;0;56;
9.454242944073617E-21;0;0;56;
8.071885174154642E-21;0;0;56;
8.006833043805471E-21;0;0;56;
8.03935910897996E-21;0;0;56;
7.9797279894933E-21;0;0;56.5;
7.947201924318907E-21;0;0;57;
7.947201924318715E-21;0;0;57;
7.936359902593885E-21;0;0;57;
7.990570011218227E-21;0;0;57;
7.958043946043545E-21;2.365783350471995E-15;2.9761349634727097E-17;57;
7.979727989493204E-21;0;0;57;
7.985149000355812E-21;0;0;57;
2.829225569100936E-20;0;0;57;
8.413408858487551E-21;2.4351722895110672E-15;3.6374982886888674E-17;57;
8.066464163292035E-21;0;0;57;
7.985149000355619E-21;0;0;57;
8.006833043805471E-21;0;0;57;
8.006833043805471E-21;0;0;57;
7.958043946043737E-21;0;0;57;
7.968885967768567E-21;0;0;57;
7.925517880869055E-21;2.6800935602755427E-15;2.981555974335137E-17;57;
7.974306978630982E-21;0;0;57;
7.92009687000664E-21;0;0;57;
7.96346495690596E-21;0;0;57;
8.191147413128155E-21;0;0;57;
8.001412032943056E-21;0;0;57;
7.968885967768567E-21;2.541098841762901E-15;3.3068166260807885E-17;57;
8.033938098117546E-21;0;0;57;
8.006833043805471E-21;0;0;57;
7.985149000355812E-21;0;0;57;
7.979727989493397E-21;0;0;57;
7.968885967768567E-21;0;0;57;
7.95262293518113E-21;0;0;57;
7.990570011218227E-21;0;2.9761349634727097E-17;57;
7.898412826556981E-21;0;0;57;
7.947201924318715E-21;0;0;57;
7.903833837419203E-21;0;0;57;
7.947201924318715E-21;0;0;57;
7.92009687000664E-21;0;0;57;
8.023096076392716E-21;0;0;57;
7.95262293518113E-21;0;0;57;
7.9417809134563E-21;0;0;57;
7.9417809134563E-21;0;0;57;
7.974306978630982E-21;0;0;57;
8.044780119842568E-21;0;0;57;
7.95262293518113E-21;0;0;57;
7.958043946043545E-21;0;0;57;
7.92009687000664E-21;0;0;57;
7.887570804832151E-21;0;0;57;
7.860465750519884E-21;0;0;57;
1.1497964039208748E-20;0;0;57;
2.1331677743652274E-20;2.1837458057116788E-15;2.9761349634727097E-17;57;
8.473039977974307E-21;0;0;56.5;
8.001412032943056E-21;0;0;56;
7.985149000355619E-21;0;0;56;
7.914675859144226E-21;0;0;56;
7.979727989493397E-21;0;0;56;
7.892991815694566E-21;0;0;56;
7.892991815694566E-21;0;0;56;
7.968885967768567E-21;0;0;56;
7.93093889173147E-21;0;0;56;
2.902951316829952E-20;0;0;56;
8.35919874986321E-21;0;0;56;
8.386303804175284E-21;0;0;56.5;
8.538092108323478E-21;0;0;57;
8.104411239329132E-21;0;0;57;
8.071885174154642E-21;0;0;57;
8.164042358815888E-21;0;0;57;
7.865886761382299E-21;2.2697772480984035E-15;3.3068166260807885E-17;57;
7.9417809134563E-21;0;0;57;
7.936359902593885E-21;0;0;57;
8.023096076392716E-21;0;0;57;
8.191147413127963E-21;0;0;57;
7.947201924318715E-21;0;0;57;
8.039359108980153E-21;0;0;57;
7.985149000355812E-21;0;0;57;
7.849623728795054E-21;0;0;57;
7.876728783107129E-21;0;0;57;
7.92009687000664E-21;0;0;57;
7.97430697863079E-21;0;0;57;
7.914675859144226E-21;0;0;57;
7.903833837419396E-21;2.6899598000451608E-15;3.3068166260807885E-17;57;
7.882149793969544E-21;0;0;57;
7.925517880869055E-21;0;0;57;
7.925517880869055E-21;0;0;57;
7.941780913456493E-21;0;0;57;
7.958043946043545E-21;0;0;57;
7.936359902593885E-21;0;0;57;
7.914675859144226E-21;0;0;57;
7.90925484828181E-21;0;0;57;
7.90925484828181E-21;0;0;57;
7.990570011218227E-21;0;0;57;
7.909254848281618E-21;0;0;57;
7.903833837419203E-21;0;0;57;
