Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,53.66,46.07,0.0,1.0,670,132.5,0
binary-trees,54.25,46.52,0.0,1.0,687,132.5,0
binary-trees,54.77,47.03,0.0,1.01,689,132.5,0
binary-trees,54.36,46.71,0.0,1.0,679,132.5,0
binary-trees,54.05,46.48,0.0,0.99,674,132.5,0
binary-trees,54.24,46.63,0.0,1.0,675,132.5,0
binary-trees,53.96,46.3,0.0,1.0,678,132.5,0
binary-trees,54.3,46.66,0.0,0.99,675,132.5,0
binary-trees,52.14,44.62,0.0,0.96,667,132.5,0
binary-trees,53.41,45.95,0.0,0.97,665,132.5,0
