binary-trees,420.02825927734375,315.4229736328125,0.0,11.2945556640625,9314
binary-trees,426.96026611328125,322.46929931640625,0.0,11.27532958984375,9301
binary-trees,429.6981201171875,326.3416748046875,0.0,11.17962646484375,9200
binary-trees,420.07781982421875,315.23876953125,0.0,11.31036376953125,9329
binary-trees,415.91522216796875,312.56842041015625,0.0,11.16497802734375,9199
binary-trees,422.924560546875,317.96063232421875,0.0,11.34173583984375,9343
division-loop,83.788330078125,57.0009765625,0.0,1.34820556640625,2418
division-loop,84.51348876953125,57.52325439453125,0.0,1.35784912109375,2437
division-loop,84.04156494140625,57.26422119140625,0.0,1.34808349609375,2421
division-loop,85.280029296875,58.21624755859375,0.0,1.36273193359375,2447
division-loop,85.64776611328125,58.6431884765625,0.0,1.35986328125,2442
division-loop,85.2982177734375,58.21478271484375,0.0,1.36328125,2447
fannkuch-redux,680.5530395507812,615.052734375,0.0,3.294677734375,5912
fannkuch-redux,656.2767333984375,590.6682739257812,0.0,3.30010986328125,5926
fannkuch-redux,467.587890625,387.733154296875,0.0,4.01568603515625,7214
fannkuch-redux,449.6014404296875,373.1441650390625,0.0,3.84503173828125,6907
fannkuch-redux,452.84759521484375,375.81475830078125,0.0,3.87371826171875,6960
fannkuch-redux,454.01324462890625,376.7923583984375,0.0,3.88372802734375,6978
fasta,604.7130737304688,510.890869140625,0.0,4.80078125,8478
fasta,560.5034790039062,465.03424072265625,0.0,4.875732421875,8623
fasta,551.018310546875,457.34075927734375,0.0,4.7850341796875,8464
fasta,551.9532470703125,457.9644775390625,0.0,4.80206298828125,8488
fasta,583.2528076171875,484.107666015625,0.0,5.06298828125,8954
fasta,586.5220947265625,486.76025390625,0.0,5.0911865234375,9014
k-nucleotide,166.75439453125,141.64801025390625,0.0,2.72369384765625,2243
k-nucleotide,165.25299072265625,140.31719970703125,0.0,2.75726318359375,2226
k-nucleotide,150.0291748046875,125.47479248046875,0.0,2.83721923828125,2190
k-nucleotide,149.2220458984375,123.0828857421875,0.0,2.84246826171875,2335
k-nucleotide,155.39715576171875,129.3065185546875,0.0,2.87908935546875,2332
k-nucleotide,147.1009521484375,122.82196044921875,0.0,2.78656005859375,2166
mandelbrot,186.75469970703125,165.1795654296875,0.0,1.118408203125,1948
mandelbrot,141.544189453125,117.5902099609375,0.0,1.23883056640625,2161
mandelbrot,140.800537109375,116.876220703125,0.0,1.2381591796875,2161
mandelbrot,142.40350341796875,118.55517578125,0.0,1.234619140625,2151
mandelbrot,141.615966796875,117.65032958984375,0.0,1.24114990234375,2165
mandelbrot,141.03582763671875,117.029541015625,0.0,1.24310302734375,2169
matrix-multiplication,5.6357421875,4.1556396484375,0.0,0.0777587890625,132
matrix-multiplication,5.65264892578125,4.1708984375,0.0,0.076416015625,133
matrix-multiplication,5.6602783203125,4.1788330078125,0.0,0.07659912109375,133
matrix-multiplication,5.64898681640625,4.1661376953125,0.0,0.076416015625,133
matrix-multiplication,5.65423583984375,4.1715087890625,0.0,0.0762939453125,133
matrix-multiplication,5.635009765625,4.15142822265625,0.0,0.0765380859375,133
n-body,128.66717529296875,88.82861328125,0.0,2.00384521484375,3598
n-body,129.04010009765625,89.17926025390625,0.0,2.00335693359375,3598
n-body,128.76025390625,88.9560546875,0.0,2.00140380859375,3595
n-body,128.92852783203125,89.17755126953125,0.0,1.9984130859375,3589
n-body,128.64404296875,88.91204833984375,0.0,1.9984130859375,3590
n-body,126.72802734375,87.3123779296875,0.0,1.9818115234375,3560
polynomial-evaluation,3.88720703125,3.11212158203125,0.0,0.04425048828125,73
polynomial-evaluation,4.0439453125,3.27691650390625,0.0,0.04302978515625,71
polynomial-evaluation,4.06524658203125,3.294921875,0.0,0.04339599609375,71
polynomial-evaluation,4.120849609375,3.3590087890625,0.0,0.04345703125,71
polynomial-evaluation,4.290283203125,3.52301025390625,0.0,0.04351806640625,71
polynomial-evaluation,4.327880859375,3.527587890625,0.0,0.04425048828125,72
regex-redux,460.70733642578125,402.79693603515625,0.0,3.53240966796875,5227
regex-redux,438.45025634765625,383.5849609375,0.0,3.37762451171875,4948
regex-redux,447.42596435546875,391.87542724609375,0.0,3.4119873046875,5015
regex-redux,404.48626708984375,343.67584228515625,0.0,3.6807861328125,5486
regex-redux,354.12945556640625,295.08612060546875,0.0,3.58880615234375,5329
regex-redux,368.27734375,306.00994873046875,0.0,3.751220703125,5620
reverse-complement,499.70648193359375,426.77166748046875,0.0,4.07794189453125,6581
reverse-complement,478.59014892578125,401.10931396484375,0.0,4.31304931640625,6989
reverse-complement,454.54864501953125,378.86578369140625,0.0,4.23455810546875,6826
reverse-complement,454.46405029296875,378.77557373046875,0.0,4.236083984375,6829
reverse-complement,450.35784912109375,375.365234375,0.0,4.19464111328125,6764
reverse-complement,451.14208984375,376.043701171875,0.0,4.20123291015625,6778
spectral-norm,33.02215576171875,29.69635009765625,0.0,0.16864013671875,297
spectral-norm,31.25970458984375,28.05859375,0.0,0.1640625,290
spectral-norm,33.16339111328125,29.88623046875,0.0,0.1676025390625,296
spectral-norm,33.15386962890625,29.8275146484375,0.0,0.17071533203125,303
spectral-norm,28.11138916015625,24.72271728515625,0.0,0.17303466796875,306
spectral-norm,23.2496337890625,19.59259033203125,0.0,0.1866455078125,330
