Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
regex-redux,22.62,11.28,0.0,0.7,1021,148.5,0
regex-redux,22.45,11.2,0.0,0.7,1014,148.5,0
regex-redux,22.28,11.05,0.0,0.7,1011,148.5,0
regex-redux,22.37,11.17,0.0,0.7,1012,148.5,0
regex-redux,22.35,11.13,0.0,0.7,1012,148.5,0
regex-redux,22.35,11.14,0.0,0.7,1011,148.5,0
regex-redux,22.44,11.19,0.0,0.7,1014,148.5,0
regex-redux,22.4,11.2,0.0,0.7,1011,148.5,0
regex-redux,22.4,11.19,0.0,0.7,1011,148.5,0
regex-redux,22.42,11.19,0.0,0.7,1013,148.5,0
regex-redux,22.37,11.14,0.0,0.7,1012,148.5,0
regex-redux,22.44,11.19,0.0,0.7,1015,148.5,0
regex-redux,22.24,11.01,0.0,0.7,1013,148.5,0
regex-redux,22.35,11.14,0.0,0.7,1012,148.5,0
regex-redux,22.34,11.11,0.0,0.7,1013,148.5,0
regex-redux,22.34,11.12,0.0,0.7,1012,148.5,0
regex-redux,22.21,10.99,0.0,0.7,1011,148.5,0
regex-redux,22.29,11.07,0.0,0.7,1012,148.5,0
regex-redux,22.34,11.1,0.0,0.7,1014,148.5,0
regex-redux,22.32,11.1,0.0,0.7,1012,148.5,0
regex-redux,22.3,11.01,0.0,0.7,1018,148.5,0
regex-redux,22.34,11.12,0.0,0.7,1013,148.5,0
regex-redux,22.34,11.14,0.0,0.7,1011,148.5,0
regex-redux,22.47,11.22,0.0,0.7,1015,148.5,0
regex-redux,22.39,11.16,0.0,0.7,1011,148.5,0
regex-redux,22.37,11.15,0.0,0.7,1013,148.5,0
regex-redux,22.37,11.16,0.0,0.7,1013,148.5,0
regex-redux,22.42,11.16,0.0,0.7,1013,148.5,0
regex-redux,22.37,11.17,0.0,0.7,1011,148.5,0
regex-redux,22.37,11.16,0.0,0.7,1011,148.5,0
