Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
1508.346976,105570000,860000,27.3333333333333,1.508346976,105.57,0.86,328
1019.425034,88190000,590000,45.3333333333333,1.019425034,88.19,0.59,544
1327.559852,98950000,760000,16.0833333333333,1.327559852,98.95,0.76,193
1292.880237,98860000,740000,57.5,1.292880237,98.86,0.74,690
1485.024942,102630000,850000,38,1.485024942,102.63,0.85,456
1010.90454,87170000,600000,55.1666666666667,1.01090454,87.17,0.6,662
1016.075604,88120000,600000,54.1666666666667,1.016075604,88.12,0.6,650
1261.682494,97440000,730000,51.5833333333333,1.261682494,97.44,0.73,619
1401.205574,101150000,810000,57.8333333333333,1.401205574,101.15,0.81,694
1009.877353,88300000,590000,52.5,1.009877353,88.3,0.59,630
1119.178554,90900000,650000,55.5,1.119178554,90.9,0.65,666
1009.422803,88200000,590000,53.5,1.009422803,88.2,0.59,642
1468.359697,103410000,840000,57.3333333333333,1.468359697,103.41,0.84,688
1254.168511,108850000,900000,53,1.254168511,108.85,0.9,636
1127.174281,92740000,650000,54.8333333333333,1.127174281,92.74,0.65,658
1125.971597,92090000,640000,54.1666666666667,1.125971597,92.09,0.64,650
1105.544579,91550000,640000,53.3333333333333,1.105544579,91.55,0.64,640
1501.576203,105350000,870000,56.5,1.501576203,105.35,0.87,678
1221.903317,95530000,710000,54.6666666666667,1.221903317,95.53,0.71,656
1514.132114,105220000,870000,55.6666666666667,1.514132114,105.22,0.87,668
1151.161219,96070000,700000,50.8333333333333,1.151161219,96.07,0.7,610
1173.545017,94500000,680000,50.3333333333333,1.173545017,94.5,0.68,604
1005.708599,88600000,590000,50.1666666666667,1.005708599,88.6,0.59,602
1154.092428,92860000,670000,54.0833333333333,1.154092428,92.86,0.67,649
1112.668785,92520000,650000,51.5,1.112668785,92.52,0.65,618
1280.6288,98040000,740000,52.3333333333333,1.2806288,98.04,0.74,628
1557.515679,105820000,900000,54.8333333333333,1.557515679,105.82,0.9,658
1465.436443,103960000,850000,54.3333333333333,1.465436443,103.96,0.85,652
1006.127531,86350000,590000,50.8333333333333,1.006127531,86.35,0.59,610
1011.754827,89210000,590000,49,1.011754827,89.21,0.59,588
1110.707218,92880000,650000,51.3333333333333,1.110707218,92.88,0.65,616
997.654033,87230000,580000,49.6666666666667,0.997654033,87.23,0.58,596
1005.810061,87700000,590000,48.8333333333333,1.005810061,87.7,0.59,586
1066.827332,90960000,620000,50.1666666666667,1.066827332,90.96,0.62,602
1381.199251,101000000,800000,51.3333333333333,1.381199251,101,0.8,616
1104.992804,92480000,640000,51,1.104992804,92.48,0.64,612
1222.801323,102840000,900000,49.3333333333333,1.222801323,102.84,0.9,592
1186.591093,76030000,690000,52.6666666666667,1.186591093,76.03,0.69,632
1063.158682,76170000,620000,50,1.063158682,76.17,0.62,600
1062.166762,72570000,620000,49.8333333333333,1.062166762,72.57,0.62,598
1076.72731,72520000,630000,51,1.07672731,72.52,0.63,612
1070.840877,73760000,630000,51.25,1.070840877,73.76,0.63,615
1177.68228,78570000,680000,51.3333333333333,1.17768228,78.57,0.68,616
1173.475691,78980000,680000,52.75,1.173475691,78.98,0.68,633
1264.489824,84310000,760000,54.1666666666667,1.264489824,84.31,0.76,650
1504.030239,92180000,870000,54.5,1.504030239,92.18,0.87,654
1025.305632,83500000,600000,51,1.025305632,83.5,0.6,612
1063.927507,71870000,620000,52.5,1.063927507,71.87,0.62,630
1566.981007,91450000,900000,54.8333333333333,1.566981007,91.45,0.9,658
1126.562204,89320000,650000,51.8333333333333,1.126562204,89.32,0.65,622
1171.0454,78820000,680000,52.75,1.1710454,78.82,0.68,633
1164.012008,80100000,680000,51.3333333333333,1.164012008,80.1,0.68,616
1068.602065,74100000,620000,51.3333333333333,1.068602065,74.1,0.62,616
1176.423488,77860000,680000,51.6666666666667,1.176423488,77.86,0.68,620
1066.203972,75960000,620000,49.3333333333333,1.066203972,75.96,0.62,592
1060.527797,72750000,620000,50.25,1.060527797,72.75,0.62,603
1077.203168,73630000,630000,50.4166666666667,1.077203168,73.63,0.63,605
1172.064246,77050000,680000,51.3333333333333,1.172064246,77.05,0.68,616
1172.884007,80040000,680000,50.8333333333333,1.172884007,80.04,0.68,610
1174.449007,79830000,680000,51.1666666666667,1.174449007,79.83,0.68,614
1108.54002,76030000,650000,50.5,1.10854002,76.03,0.65,606
1081.834246,75220000,630000,50.6666666666667,1.081834246,75.22,0.63,608
1089.176265,75360000,630000,49.5,1.089176265,75.36,0.63,594
1186.70034,77620000,690000,51.1666666666667,1.18670034,77.62,0.69,614
1166.181322,79850000,680000,51.1666666666667,1.166181322,79.85,0.68,614
1166.610497,78290000,680000,52.6666666666667,1.166610497,78.29,0.68,632
1450.503164,89430000,840000,54.4166666666667,1.450503164,89.43,0.84,653
1122.793059,84740000,650000,52.3333333333333,1.122793059,84.74,0.65,628
1157.836809,79770000,670000,51.5,1.157836809,79.77,0.67,618
1063.928349,75510000,620000,49.6666666666667,1.063928349,75.51,0.62,596
1076.078193,72270000,630000,50.1666666666667,1.076078193,72.27,0.63,602
1069.723982,73300000,630000,51.1666666666667,1.069723982,73.3,0.63,614
1080.187957,75130000,630000,50.5,1.080187957,75.13,0.63,606
1078.58714,73800000,630000,50.3333333333333,1.07858714,73.8,0.63,604
1549.054216,89800000,890000,54.1666666666667,1.549054216,89.8,0.89,650
1219.962717,90980000,710000,51.8333333333333,1.219962717,90.98,0.71,622
1512.550555,93550000,870000,52.5,1.512550555,93.55,0.87,630
1494.94907,99180000,860000,53.3333333333333,1.49494907,99.18,0.86,640
1022.274684,85350000,600000,49.5,1.022274684,85.35,0.6,594
1152.564592,75990000,670000,49.9166666666667,1.152564592,75.99,0.67,599
1103.884819,77260000,640000,48.8333333333333,1.103884819,77.26,0.64,586
1177.571724,76330000,680000,51.6666666666667,1.177571724,76.33,0.68,620
1160.191417,79370000,670000,51.1666666666667,1.160191417,79.37,0.67,614
1610.837038,94020000,930000,54.9166666666667,1.610837038,94.02,0.93,659
1553.614312,105070000,890000,54.1666666666667,1.553614312,105.07,0.89,650
1546.449098,103880000,890000,53.6666666666667,1.546449098,103.88,0.89,644
1548.662581,103360000,890000,53.8333333333333,1.548662581,103.36,0.89,646
1019.803169,85220000,600000,50.1666666666667,1.019803169,85.22,0.6,602
1075.479585,74180000,630000,49.5,1.075479585,74.18,0.63,594
1145.870974,75660000,670000,50.3333333333333,1.145870974,75.66,0.67,604
1171.444573,77970000,680000,51.6666666666667,1.171444573,77.97,0.68,620
1486.123786,90620000,860000,54.25,1.486123786,90.62,0.86,651
1183.70869,89470000,690000,50,1.18370869,89.47,0.69,600
1158.538521,79290000,670000,52.1666666666667,1.158538521,79.29,0.67,626
1089.983683,77770000,630000,50.5,1.089983683,77.77,0.63,606
1112.708603,74520000,650000,50.6666666666667,1.112708603,74.52,0.65,608
1090.505493,75860000,640000,51,1.090505493,75.86,0.64,612
1178.267955,77790000,680000,50.8333333333333,1.178267955,77.79,0.68,610
1547.832432,92560000,890000,54,1.547832432,92.56,0.89,648
1026.668102,84840000,600000,48.8333333333333,1.026668102,84.84,0.6,586
1224.461647,78490000,710000,50.6666666666667,1.224461647,78.49,0.71,608
1162.6132,80130000,680000,51.25,1.1626132,80.13,0.68,615
1511.684231,91310000,870000,53.3333333333333,1.511684231,91.31,0.87,640
1131.126037,85930000,660000,51.5,1.131126037,85.93,0.66,618
1553.818984,93100000,900000,53.25,1.553818984,93.1,0.9,639
1432.050313,100260000,830000,51.1666666666667,1.432050313,100.26,0.83,614
1350.536139,92890000,780000,50.5,1.350536139,92.89,0.78,606
1044.957933,80460000,610000,49.9166666666667,1.044957933,80.46,0.61,599
1551.939308,89690000,890000,54.1666666666667,1.551939308,89.69,0.89,650
1473.067242,101440000,850000,53.75,1.473067242,101.44,0.85,645
1477.074098,98220000,850000,53.5,1.477074098,98.22,0.85,642
1467.434269,99020000,850000,53.8333333333333,1.467434269,99.02,0.85,646
1149.497758,87410000,670000,50.75,1.149497758,87.41,0.67,609
1167.029018,80430000,680000,50.4166666666667,1.167029018,80.43,0.68,605
1066.812564,76100000,620000,49.3333333333333,1.066812564,76.1,0.62,592
1063.205296,72310000,620000,50.1666666666667,1.063205296,72.31,0.62,602
1198.783839,78450000,690000,51.3333333333333,1.198783839,78.45,0.69,616
1167.235153,80030000,680000,51.25,1.167235153,80.03,0.68,615
1175.091227,79790000,680000,51.3333333333333,1.175091227,79.79,0.68,616
1051.42471,75030000,610000,49.3333333333333,1.05142471,75.03,0.61,592
1191.791991,76500000,690000,52.3333333333333,1.191791991,76.5,0.69,628
1238.237195,83270000,720000,50.8333333333333,1.238237195,83.27,0.72,610
