Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
2815.309836,320510000,1570000,50.25,2.815309836,320.51,1.57,603
2803.930058,309510000,1560000,45.25,2.803930058,309.51,1.56,543
2823.665145,310650000,1570000,43.9166666666667,2.823665145,310.65,1.57,527
2816.504291,310950000,1570000,41.8333333333333,2.816504291,310.95,1.57,502
2800.918366,312400000,1560000,40.3333333333333,2.800918366,312.4,1.56,484
2740.316963,314380000,1530000,39.4166666666667,2.740316963,314.38,1.53,473
2941.170532,278580000,1640000,52.3333333333333,2.941170532,278.58,1.64,628
3280.232107,213270000,1830000,51.6666666666667,3.280232107,213.27,1.83,620
3285.603044,213610000,1830000,52.5,3.285603044,213.61,1.83,630
3286.169708,214010000,1830000,53.3333333333333,3.286169708,214.01,1.83,640
3263.534921,212470000,1820000,52.5,3.263534921,212.47,1.82,630
3292.120042,214240000,1830000,53.3333333333333,3.292120042,214.24,1.83,640
3287.132301,214110000,1830000,54.1666666666667,3.287132301,214.11,1.83,650
3296.062654,214740000,1830000,52.75,3.296062654,214.74,1.83,633
3259.266798,212130000,1810000,52.75,3.259266798,212.13,1.81,633
3280.811159,213780000,1830000,52.75,3.280811159,213.78,1.83,633
3276.198826,213770000,1820000,52.3333333333333,3.276198826,213.77,1.82,628
3273.146942,213380000,1820000,53.6666666666667,3.273146942,213.38,1.82,644
3293.357768,214370000,1830000,52.75,3.293357768,214.37,1.83,633
3262.250337,212960000,1820000,52.8333333333333,3.262250337,212.96,1.82,634
3286.674377,214270000,1830000,51.6666666666667,3.286674377,214.27,1.83,620
3291.640619,214340000,1830000,53.1666666666667,3.291640619,214.34,1.83,638
3292.897225,214510000,1830000,52.8333333333333,3.292897225,214.51,1.83,634
3264.002812,212910000,1820000,52.3333333333333,3.264002812,212.91,1.82,628
3262.546521,212870000,1820000,51.3333333333333,3.262546521,212.87,1.82,616
3269.625113,212710000,1820000,52.9166666666667,3.269625113,212.71,1.82,635
3266.276449,213180000,1820000,50.4166666666667,3.266276449,213.18,1.82,605
3293.111236,214630000,1830000,50.8333333333333,3.293111236,214.63,1.83,610
3296.503725,214910000,1830000,52.3333333333333,3.296503725,214.91,1.83,628
3298.747366,215050000,1840000,51.8333333333333,3.298747366,215.05,1.84,622
3296.425561,214930000,1830000,51.5,3.296425561,214.93,1.83,618
3264.90816,212780000,1820000,49.8333333333333,3.26490816,212.78,1.82,598
3284.225508,214160000,1830000,49,3.284225508,214.16,1.83,588
3288.930943,214450000,1830000,51.3333333333333,3.288930943,214.45,1.83,616
3265.946886,212850000,1820000,52.0833333333333,3.265946886,212.85,1.82,625
3291.140376,214490000,1830000,49.5,3.291140376,214.49,1.83,594
3308.339085,215430000,1840000,52,3.308339085,215.43,1.84,624
3303.050998,215100000,1840000,52.3333333333333,3.303050998,215.1,1.84,628
3268.526165,213420000,1820000,52.1666666666667,3.268526165,213.42,1.82,626
3291.384871,214340000,1830000,51.1666666666667,3.291384871,214.34,1.83,614
3299.71762,214960000,1840000,52.3333333333333,3.29971762,214.96,1.84,628
3295.527257,214710000,1830000,51.8333333333333,3.295527257,214.71,1.83,622
3296.795748,214870000,1840000,53.5,3.296795748,214.87,1.84,642
3269.364755,212930000,1820000,53.5,3.269364755,212.93,1.82,642
3284.883871,214390000,1830000,53.0833333333333,3.284883871,214.39,1.83,637
3268.708867,213220000,1820000,50.8333333333333,3.268708867,213.22,1.82,610
3305.91976,214930000,1840000,52.3333333333333,3.30591976,214.93,1.84,628
3294.838243,214870000,1830000,51.8333333333333,3.294838243,214.87,1.83,622
3292.45592,214430000,1830000,52.1666666666667,3.29245592,214.43,1.83,626
3316.894445,215850000,1850000,52.6666666666667,3.316894445,215.85,1.85,632
