Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
division-loop,66.69,28.08,0.0,1.94,3488,0.0,0
division-loop,66.96,28.37,0.0,1.94,3485,0.0,0
division-loop,66.91,28.33,0.0,1.94,3486,0.0,0
division-loop,66.75,28.17,0.0,1.94,3485,0.0,0
division-loop,66.97,28.41,0.0,1.94,3485,0.0,0
division-loop,66.67,28.09,0.0,1.94,3485,0.0,0
