Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
fannkuch-redux,501.97,424.88,0.0,3.88,6963,30.49,0
fannkuch-redux,451.16,373.85,0.0,3.89,6980,30.49,0
fannkuch-redux,449.25,372.67,0.0,3.86,6917,30.49,0
fannkuch-redux,449.22,372.72,0.0,3.85,6911,30.49,0
fannkuch-redux,448.51,371.89,0.0,3.86,6921,30.49,0
fannkuch-redux,449.68,373.12,0.0,3.86,6914,30.49,0
fannkuch-redux,449.59,372.89,0.0,3.86,6925,30.49,0
fannkuch-redux,447.73,371.33,0.0,3.85,6901,30.49,0
fannkuch-redux,451.62,374.64,0.0,3.88,6951,30.49,0
fannkuch-redux,450.03,373.09,0.0,3.87,6950,30.49,0
