Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
5379.287399999999;244298142;6819745;65.5;
5368.857100000001;235220284;6737288;62;
5329.7984;236255072;6689375;64;
5375.624699999997;238215088;6762983;64.5;
5314.409500000002;237323306;6711592;63.5;
5303.210299999999;231224750;6702863;65.5;
5339.3389000000025;235133858;6703169;65;
5340.368999999999;234799997;6690657;63;
5350.751199999999;231918352;6742414;61;
5347.751099999994;232336014;6723860;60;
5304.683499999999;230910420;6659285;59.5;
5293.9449000000095;233332410;6678938;60;
5317.4709;234197460;6702497;60.5;
5328.374299999996;235330757;6706526;59;
5351.933600000004;234697397;6710249;58;
5344;234838205;6706221;59;
5369.044699999999;231867571;6752973;59;
5335.551599999992;231540545;6727278;58.5;
5389.868699999992;234247997;6773725;59;
5379.061799999996;232578139;6753462;60;
5346.217399999994;233195509;6686384;59.5;
5351.599500000011;229203820;6741865;57.5;
5367.683700000009;232492630;6735029;57.5;
5330.601899999994;234435618;6723006;57.5;
5393.92300000001;232594131;6765668;58;
5379.550600000017;231801592;6734846;59;
5396.718199999974;230980365;6770857;58.5;
5375.2190999999875;234113232;6740461;59;
5369.964899999992;235570747;6724348;59.5;
5345.781500000012;231089497;6723982;59;
5328.076399999991;233150404;6709455;58.5;
5325.838199999998;233633984;6717940;58.5;
5345.1767999999865;232834243;6721296;59;
5341.410100000008;232678970;6724348;58.5;
5327.572899999999;231404498;6704267;57.5;
5306.760699999984;232068437;6680464;57.5;
5372.2114;233275221;6745527;59;
5451.742599999998;234708933;6790815;59.5;
5349.757899999997;231061421;6736372;58;
5313.082400000014;231780534;6684736;60;
5362.267299999978;232617752;6766279;60;
5368.026500000007;232636795;6763167;60;
5351.15340000001;232684829;6732099;60;
5347.426399999997;233949353;6726423;58;
5370.7890999999945;232511367;6746137;57;
5380.563300000009;233183057;6754683;58;
5339.199499999988;234063305;6716475;58;
5327.240900000004;231164203;6703535;57;
5327.719299999997;232864333;6718367;58;
5300.243000000017;233467969;6680586;57.5;
5320.636899999983;233061660;6711652;57.5;
5328.533299999952;233061354;6722212;59.5;
5323.747199999983;233948742;6691572;60;
5326.182700000005;235497016;6699568;60;
5316.612200000032;236214728;6683088;60;
5375.643400000001;232927138;6746870;59.5;
5325.393299999996;232398331;6709334;58.5;
5339.443399999989;232708999;6713179;59;
5332.496999999974;231230732;6708418;59.5;
5329.323700000008;232934584;6686323;58;
5387.54720000003;232931533;6772016;59;
5332.746799999964;234993417;6718306;61.5;
5365.640100000019;234495432;6740156;63.5;
5326.141799999983;235698371;6701765;61.5;
5313.761400000018;234743783;6696150;59;
5341.4447999999975;236876042;6693709;61.5;
