Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,508.72,9490.8,0.05,12.23,0.0
C++,253.95,8657.4,0.03,4.25,0.0
C#,294.9,9475.2,0.03,40.74,0.0
Rust,251.0,9161.7,0.03,5.74,0.0
Java,286.97,8837.7,0.03,50.98,0.0
