Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,88.17,2266.2,0.04,1.87,0.0
C++,87.01,2173.8,0.04,1.87,0.0
C#,132.24,3628.3,0.04,30.11,0.0
Rust,67.49,1735.0,0.04,1.87,0.0
Java,138.89,3693.3,0.04,42.27,0.0
