Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,147.69,1919.8,0.08,127.37,0.0
C++,131.2,1434.5,0.09,153.46,0.0
C#,175.15,2343.2,0.07,181.91,0.0
Rust,166.98,2449.9,0.07,133.49,0.0
Java,204.88,2233.0,0.09,371.89,0.0
