Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,48.87,706.3,0.07,148.5,0.0
C++,371.11,8003.4,0.05,212.35,0.0
C#,394.73,5321.7,0.07,788.17,0.0
Rust,37.67,877.1,0.04,150.45,0.0
Java,255.59,3803.4,0.07,666.8,0.0
