Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,257.93,2893.1,0.09,1.87,0.0
C++,259.5,3312.9,0.08,3.62,0.0
C#,458.74,6933.3,0.07,30.49,0.0
Rust,254.17,3803.9,0.07,2.0,0.0
Java,323.38,4859.2,0.07,44.35,0.0
