Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
mandelbrot,73.66,61.22,0.0,0.65,1120,33.5,0
mandelbrot,72.97,61.16,0.0,0.62,1069,33.5,0
mandelbrot,75.26,62.21,0.0,0.68,1175,33.5,0
mandelbrot,65.57,55.9,0.0,0.52,877,33.5,0
mandelbrot,70.85,59.68,0.0,0.59,1009,33.5,0
mandelbrot,68.3,58.02,0.0,0.55,924,33.5,0
mandelbrot,65.06,55.82,0.0,0.49,837,33.5,0
mandelbrot,64.56,55.23,0.0,0.5,839,33.5,0
mandelbrot,63.02,52.71,0.0,0.55,932,33.5,0
mandelbrot,74.39,59.99,0.0,0.75,1299,33.5,0
