Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
516.554165,23180000,290000,9.83333333333333,0.516554165,23.18,0.29,118
513.768892,22950000,290000,9.83333333333333,0.513768892,22.95,0.29,118
516.14566,22180000,290000,9.66666666666667,0.51614566,22.18,0.29,116
511.866328,20920000,290000,19.8333333333333,0.511866328,20.92,0.29,238
512.28551,21600000,290000,9.33333333333333,0.51228551,21.6,0.29,112
511.627986,21620000,290000,9.16666666666667,0.511627986,21.62,0.29,110
513.372182,21170000,290000,9,0.513372182,21.17,0.29,108
590.762395,24230000,330000,9.33333333333333,0.590762395,24.23,0.33,112
510.412375,21610000,290000,8.66666666666667,0.510412375,21.61,0.29,104
509.403323,21220000,280000,8.83333333333333,0.509403323,21.22,0.28,106
506.372316,21470000,280000,8.66666666666667,0.506372316,21.47,0.28,104
588.377643,24080000,330000,9.41666666666667,0.588377643,24.08,0.33,113
590.213669,24340000,330000,19.5,0.590213669,24.34,0.33,234
521.348814,21780000,300000,7.83333333333333,0.521348814,21.78,0.3,94
515.091298,21720000,290000,8.5,0.515091298,21.72,0.29,102
510.81371,21380000,290000,19.25,0.51081371,21.38,0.29,231
520.538217,22070000,290000,8.08333333333333,0.520538217,22.07,0.29,97
512.801288,21850000,290000,8.16666666666667,0.512801288,21.85,0.29,98
510.707425,20970000,290000,8.16666666666667,0.510707425,20.97,0.29,98
504.09069,20750000,280000,19.3333333333333,0.50409069,20.75,0.28,232
515.192479,21280000,290000,8,0.515192479,21.28,0.29,96
539.360699,22250000,300000,8.25,0.539360699,22.25,0.3,99
513.703226,21560000,290000,7.83333333333333,0.513703226,21.56,0.29,94
515.371084,21980000,290000,7.83333333333333,0.515371084,21.98,0.29,94
506.352704,21500000,280000,18.5,0.506352704,21.5,0.28,222
516.714526,21770000,290000,7.83333333333333,0.516714526,21.77,0.29,94
511.902778,21820000,290000,7.5,0.511902778,21.82,0.29,90
514.071286,21770000,290000,18.3333333333333,0.514071286,21.77,0.29,220
513.229369,21830000,290000,18.5,0.513229369,21.83,0.29,222
511.868037,21930000,290000,7.33333333333333,0.511868037,21.93,0.29,88
511.384788,21250000,290000,18.4166666666667,0.511384788,21.25,0.29,221
576.72145,23450000,320000,19,0.57672145,23.45,0.32,228
580.183607,23320000,320000,18.9166666666667,0.580183607,23.32,0.32,227
503.933023,21210000,280000,18.1666666666667,0.503933023,21.21,0.28,218
565.258901,23230000,320000,8.25,0.565258901,23.23,0.32,99
520.486755,21720000,290000,18.25,0.520486755,21.72,0.29,219
510.635524,21390000,290000,13.5,0.510635524,21.39,0.29,162
520.625059,21940000,290000,8.16666666666667,0.520625059,21.94,0.29,98
510.852988,21040000,290000,18.5,0.510852988,21.04,0.29,222
547.090573,22580000,310000,8.16666666666667,0.547090573,22.58,0.31,98
514.947725,21560000,290000,18.5,0.514947725,21.56,0.29,222
556.535431,23100000,310000,18.5,0.556535431,23.1,0.31,222
509.397689,20940000,290000,18.3333333333333,0.509397689,20.94,0.29,220
504.916313,20990000,280000,7.16666666666667,0.504916313,20.99,0.28,86
509.996894,21140000,290000,7.25,0.509996894,21.14,0.29,87
509.416367,21800000,280000,17.5,0.509416367,21.8,0.28,210
513.93157,21540000,290000,18.5,0.51393157,21.54,0.29,222
510.598287,21220000,280000,17.3333333333333,0.510598287,21.22,0.28,208
513.831118,21790000,290000,17.8333333333333,0.513831118,21.79,0.29,214
514.23315,22100000,290000,17.1666666666667,0.51423315,22.1,0.29,206
508.644112,21010000,280000,17.5,0.508644112,21.01,0.28,210
590.577205,24080000,330000,7.33333333333333,0.590577205,24.08,0.33,88
512.460762,21790000,290000,17.5,0.512460762,21.79,0.29,210
512.422039,21820000,290000,17.3333333333333,0.512422039,21.82,0.29,208
510.154966,21270000,280000,17.5,0.510154966,21.27,0.28,210
504.290427,20770000,280000,18.5,0.504290427,20.77,0.28,222
504.754612,20920000,280000,17.6666666666667,0.504754612,20.92,0.28,212
511.508473,21110000,290000,18.3333333333333,0.511508473,21.11,0.29,220
505.035976,21260000,280000,28,0.505035976,21.26,0.28,336
508.978085,21080000,280000,17.5,0.508978085,21.08,0.28,210
512.658402,21820000,290000,17.6666666666667,0.512658402,21.82,0.29,212
511.980292,21830000,290000,17.1666666666667,0.511980292,21.83,0.29,206
551.295828,23080000,310000,16.75,0.551295828,23.08,0.31,201
508.864815,21050000,280000,28,0.508864815,21.05,0.28,336
526.59289,22110000,290000,18,0.52659289,22.11,0.29,216
