Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,423.19,318.0,0.0,11.44,9360,1658.38,0
binary-trees,420.62,316.43,0.0,11.33,9270,1658.38,0
binary-trees,429.4,324.42,0.0,11.4,9340,1658.38,0
binary-trees,427.84,323.55,0.0,11.36,9278,1658.38,0
binary-trees,430.98,327.54,0.0,11.32,9203,1658.38,0
binary-trees,435.85,332.4,0.0,11.26,9201,1658.38,0
binary-trees,425.7,321.05,0.0,11.42,9311,1658.38,0
binary-trees,438.91,334.72,0.0,11.36,9270,1658.38,0
binary-trees,438.58,334.99,0.0,11.34,9216,1658.38,0
binary-trees,426.29,320.82,0.0,11.49,9382,1658.38,0
