Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
fasta,574.87,492.38,0,4.21,7454.34,4.25,0
fasta,559.71,474.26,0,4.35,7718.75,4.25,0
fasta,601.28,507.17,0,4.86,8496.78,4.25,0
fasta,564.4,476.21,0,4.58,7968.01,4.25,0
fasta,543.57,459.37,0,4.3,7604.26,4.25,0
fasta,609.7,513.72,0,4.98,8670.84,4.25,0
fasta,621.17,523.07,0,5.08,8857.75,4.25,0
fasta,555.51,468.84,0,4.42,7828.68,4.25,0
fasta,618.8,521.24,0,5.06,8811.13,4.25,0
fasta,613.35,517.32,0,4.89,8673.56,4.25,0
fasta,574.87,492.38,0,4.21,7454.34,4.25,0
fasta,559.71,474.26,0,4.35,7718.75,4.25,0
fasta,601.28,507.17,0,4.86,8496.78,4.25,0
fasta,564.4,476.21,0,4.58,7968.01,4.25,0
fasta,543.57,459.37,0,4.3,7604.26,4.25,0
fasta,609.7,513.72,0,4.98,8670.84,4.25,0
fasta,621.17,523.07,0,5.08,8857.75,4.25,0
fasta,555.51,468.84,0,4.42,7828.68,4.25,0
fasta,618.8,521.24,0,5.06,8811.13,4.25,0
fasta,613.35,517.32,0,4.89,8673.56,4.25,0
