Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
spectral-norm,22.85,6.34,0.0,0.83,1492,2.37,0
spectral-norm,20.08,5.36,0.0,0.74,1332,2.37,0
spectral-norm,19.55,5.33,0.0,0.72,1284,2.37,0
spectral-norm,19.56,5.35,0.0,0.71,1284,2.37,0
spectral-norm,19.7,5.35,0.0,0.72,1297,2.37,0
spectral-norm,19.36,5.32,0.0,0.71,1269,2.37,0
spectral-norm,19.64,5.36,0.0,0.72,1290,2.37,0
spectral-norm,19.47,5.34,0.0,0.71,1277,2.37,0
spectral-norm,19.39,5.33,0.0,0.71,1270,2.37,0
spectral-norm,19.35,5.32,0.0,0.71,1268,2.37,0
spectral-norm,19.33,5.31,0.0,0.7,1267,2.37,0
spectral-norm,19.44,5.32,0.0,0.71,1276,2.37,0
spectral-norm,19.4,5.32,0.0,0.71,1272,2.37,0
spectral-norm,19.34,5.31,0.0,0.71,1268,2.37,0
spectral-norm,19.35,5.31,0.0,0.71,1269,2.37,0
spectral-norm,19.52,5.32,0.0,0.71,1284,2.37,0
spectral-norm,19.34,5.31,0.0,0.71,1269,2.37,0
spectral-norm,19.36,5.31,0.0,0.71,1268,2.37,0
spectral-norm,19.36,5.32,0.0,0.71,1269,2.37,0
spectral-norm,19.5,5.31,0.0,0.71,1282,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1268,2.37,0
spectral-norm,19.36,5.31,0.0,0.71,1270,2.37,0
spectral-norm,19.33,5.3,0.0,0.7,1267,2.37,0
spectral-norm,19.45,5.33,0.0,0.71,1276,2.37,0
spectral-norm,19.42,5.31,0.0,0.71,1275,2.37,0
spectral-norm,19.53,5.32,0.0,0.71,1284,2.37,0
spectral-norm,19.35,5.31,0.0,0.71,1270,2.37,0
spectral-norm,19.35,5.32,0.0,0.71,1268,2.37,0
spectral-norm,19.34,5.31,0.0,0.71,1269,2.37,0
spectral-norm,19.42,5.32,0.0,0.71,1274,2.37,0
spectral-norm,19.52,5.31,0.0,0.71,1283,2.37,0
spectral-norm,20.03,5.38,0.0,0.74,1324,2.37,0
spectral-norm,19.38,5.3,0.0,0.71,1272,2.37,0
spectral-norm,19.36,5.3,0.0,0.71,1272,2.37,0
spectral-norm,19.33,5.29,0.0,0.71,1268,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1268,2.37,0
spectral-norm,19.37,5.31,0.0,0.71,1271,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1268,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1269,2.37,0
spectral-norm,19.35,5.3,0.0,0.71,1269,2.37,0
spectral-norm,19.36,5.3,0.0,0.71,1270,2.37,0
spectral-norm,19.34,5.3,0.0,0.71,1267,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1268,2.37,0
spectral-norm,19.33,5.3,0.0,0.71,1269,2.37,0
spectral-norm,19.5,5.3,0.0,0.71,1283,2.37,0
