Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
matrix-multiplication,5.02,0.77,0.0,0.23,384,0.0,0
matrix-multiplication,3.67,0.43,0.0,0.17,293,0.0,0
matrix-multiplication,3.73,0.44,0.0,0.17,297,0.0,0
matrix-multiplication,3.78,0.44,0.0,0.17,302,0.0,0
matrix-multiplication,3.58,0.38,0.0,0.17,289,0.0,0
matrix-multiplication,3.32,0.38,0.0,0.15,266,0.0,0
matrix-multiplication,3.24,0.39,0.0,0.15,258,0.0,0
matrix-multiplication,3.15,0.35,0.0,0.14,254,0.0,0
matrix-multiplication,3.14,0.33,0.0,0.15,254,0.0,0
matrix-multiplication,3.63,0.4,0.0,0.17,293,0.0,0
matrix-multiplication,3.5,0.38,0.0,0.16,282,0.0,0
matrix-multiplication,3.55,0.43,0.0,0.16,283,0.0,0
matrix-multiplication,3.49,0.35,0.0,0.16,283,0.0,0
matrix-multiplication,3.49,0.37,0.0,0.16,282,0.0,0
matrix-multiplication,3.52,0.38,0.0,0.16,284,0.0,0
matrix-multiplication,3.28,0.38,0.0,0.15,263,0.0,0
matrix-multiplication,3.14,0.31,0.0,0.15,255,0.0,0
matrix-multiplication,3.17,0.35,0.0,0.15,255,0.0,0
matrix-multiplication,3.16,0.32,0.0,0.15,256,0.0,0
matrix-multiplication,3.16,0.31,0.0,0.15,257,0.0,0
matrix-multiplication,3.13,0.31,0.0,0.15,255,0.0,0
matrix-multiplication,3.13,0.3,0.0,0.15,255,0.0,0
matrix-multiplication,3.12,0.28,0.0,0.15,255,0.0,0
matrix-multiplication,3.12,0.3,0.0,0.15,255,0.0,0
matrix-multiplication,3.17,0.3,0.0,0.15,259,0.0,0
matrix-multiplication,3.09,0.28,0.0,0.15,255,0.0,0
matrix-multiplication,3.19,0.38,0.0,0.15,254,0.0,0
matrix-multiplication,3.21,0.41,0.0,0.15,252,0.0,0
matrix-multiplication,3.27,0.49,0.0,0.16,253,0.0,0
matrix-multiplication,3.26,0.48,0.0,0.16,253,0.0,0
matrix-multiplication,3.29,0.5,0.0,0.15,251,0.0,0
matrix-multiplication,3.07,0.29,0.0,0.14,252,0.0,0
matrix-multiplication,3.07,0.28,0.0,0.14,251,0.0,0
matrix-multiplication,3.06,0.27,0.0,0.14,252,0.0,0
matrix-multiplication,3.15,0.32,0.0,0.15,256,0.0,0
matrix-multiplication,3.11,0.32,0.0,0.15,252,0.0,0
matrix-multiplication,3.07,0.28,0.0,0.14,251,0.0,0
matrix-multiplication,3.09,0.31,0.0,0.14,252,0.0,0
matrix-multiplication,3.07,0.29,0.0,0.14,251,0.0,0
matrix-multiplication,3.08,0.29,0.0,0.14,251,0.0,0
matrix-multiplication,3.05,0.27,0.0,0.14,251,0.0,0
matrix-multiplication,3.09,0.3,0.0,0.14,251,0.0,0
matrix-multiplication,3.06,0.28,0.0,0.14,252,0.0,0
matrix-multiplication,3.09,0.31,0.0,0.14,251,0.0,0
matrix-multiplication,3.17,0.33,0.0,0.15,255,0.0,0
