Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
reverse-complement,539.4,457.49,0.0,4.8,7382.62,743.72,0
reverse-complement,487.04,405.2,0.0,4.76,7375.09,743.72,0
reverse-complement,516.13,427.7,0.0,5.13,7971.47,743.72,0
reverse-complement,503.83,417.39,0.0,5.05,7791.14,743.72,0
reverse-complement,526.56,436.37,0.0,5.19,8132.87,743.72,0
reverse-complement,477.03,395.25,0.0,4.74,7371.94,743.72,0
reverse-complement,475.81,394.29,0.0,4.73,7347.51,743.72,0
reverse-complement,564.12,466.89,0.0,5.55,8766.29,743.72,0
reverse-complement,574.64,475.74,0.0,5.68,8918.77,743.72,0
reverse-complement,582.67,482.18,0.0,5.71,9059.78,743.72,0
