Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,535.7,7722.6,0.07,244.12,0.0
C++,638.88,9094.5,0.07,241.87,0.0
C#,472.86,7099.0,0.07,743.72,0.0
Rust,514.18,7466.6,0.07,245.87,0.0
Java,555.71,7996.3,0.07,369.89,0.0
