Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,132.86,1951.2,0.07,127.37,0.0
C++,109.27,1537.8,0.07,153.46,0.0
C#,162.84,2372.1,0.07,181.91,0.0
Rust,163.72,2353.0,0.07,133.49,0.0
Java,166.66,2460.5,0.07,371.89,0.0
