Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,574.37,8687.6,0.07,12.23,0.0
C++,608.1,8322.7,0.07,4.25,0.0
C#,579.98,8784.9,0.07,40.74,0.0
Rust,530.46,7816.1,0.07,5.74,0.0
Java,512.44,7745.6,0.07,50.98,0.0
