Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,48.69,703.1,0.07,148.5,0.0
C++,371.18,7984.3,0.05,212.35,0.0
C#,395.12,5336.0,0.07,788.17,0.0
Rust,37.19,867.0,0.04,150.45,0.0
Java,252.36,3703.0,0.07,666.8,0.0
