Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,0.17,2.6,0.07,0.0,0.0
C++,0.1,1.9,0.05,0.0,0.0
C#,2.64,60.6,0.04,0.0,0.0
Rust,0.1,1.6,0.06,0.0,0.0
Java,2.14,41.8,0.05,0.0,0.0
