Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,15.63,151.6,0.1,2.37,0.0
C++,12.61,106.6,0.12,2.37,0.0
C#,30.66,350.6,0.09,32.24,0.0
Rust,29.25,259.6,0.11,2.37,0.0
Java,39.42,429.3,0.09,44.56,0.0
