Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
k-nucleotide,161.8,31.14,0.0,8.94,11802,127.37,0
k-nucleotide,158.88,31.77,0.0,8.79,11481,127.37,0
k-nucleotide,159.54,31.38,0.0,8.74,11576,127.37,0
k-nucleotide,159.43,31.95,0.0,8.83,11515,127.37,0
k-nucleotide,163.08,31.78,0.0,8.97,11859,127.37,0
k-nucleotide,158.17,29.98,0.0,8.83,11582,127.37,0
k-nucleotide,184.3,38.08,0.0,9.83,13207,127.37,0
k-nucleotide,182.9,38.32,0.0,9.74,13061,127.37,0
k-nucleotide,185.67,38.66,0.0,9.97,13278,127.37,0
k-nucleotide,187.65,40.26,0.0,9.91,13314,127.37,0
k-nucleotide,182.81,38.61,0.0,9.73,13028,127.37,0
k-nucleotide,178.39,36.53,0.0,9.51,12816,127.37,0
k-nucleotide,176.8,36.69,0.0,9.38,12656,127.37,0
k-nucleotide,177.41,36.54,0.0,9.52,12725,127.37,0
k-nucleotide,177.44,37.33,0.0,9.39,12657,127.37,0
k-nucleotide,179.4,37.85,0.0,9.46,12787,127.37,0
k-nucleotide,170.06,38.67,0.0,9.29,11867,127.37,0
k-nucleotide,176.08,37.33,0.0,9.49,12533,127.37,0
k-nucleotide,178.89,37.27,0.0,9.72,12795,127.37,0
k-nucleotide,177.71,37.82,0.0,9.61,12636,127.37,0
k-nucleotide,180.76,38.12,0.0,9.65,12885,127.37,0
k-nucleotide,178.75,37.85,0.0,9.52,12728,127.37,0
k-nucleotide,179.56,37.87,0.0,9.64,12800,127.37,0
k-nucleotide,168.88,38.29,0.0,9.21,11795,127.37,0
k-nucleotide,176.87,37.68,0.0,9.5,12573,127.37,0
k-nucleotide,177.55,37.85,0.0,9.55,12620,127.37,0
k-nucleotide,180.69,38.2,0.0,9.75,12873,127.37,0
k-nucleotide,178.82,37.85,0.0,9.48,12735,127.37,0
k-nucleotide,182.54,39.02,0.0,9.68,12965,127.37,0
k-nucleotide,178.39,38.15,0.0,9.53,12670,127.37,0
k-nucleotide,177.71,36.44,0.0,9.53,12761,127.37,0
k-nucleotide,175.72,35.54,0.0,9.58,12664,127.37,0
k-nucleotide,175.34,36.51,0.0,9.46,12542,127.37,0
k-nucleotide,177.72,36.92,0.0,9.68,12721,127.37,0
k-nucleotide,165.3,36.28,0.0,9.06,11655,127.37,0
k-nucleotide,175.81,35.91,0.0,9.5,12638,127.37,0
k-nucleotide,178.14,36.46,0.0,9.63,12800,127.37,0
k-nucleotide,182.91,37.89,0.0,9.75,13101,127.37,0
k-nucleotide,178.95,36.88,0.0,9.7,12835,127.37,0
k-nucleotide,177.45,36.01,0.0,9.63,12777,127.37,0
k-nucleotide,179.42,36.55,0.0,9.72,12906,127.37,0
k-nucleotide,174.48,35.33,0.0,9.35,12571,127.37,0
k-nucleotide,176.8,36.23,0.0,9.48,12698,127.37,0
k-nucleotide,175.89,36.04,0.0,9.51,12634,127.37,0
k-nucleotide,179.9,37.77,0.0,9.66,12840,127.37,0
