Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
k-nucleotide,110.81,91.79,0.0,1.98,1706,371.89,0
k-nucleotide,110.09,91.27,0.0,1.99,1696,371.89,0
k-nucleotide,110.56,91.64,0.0,1.87,1703,371.89,0
k-nucleotide,111.0,92.01,0.0,1.94,1713,371.89,0
k-nucleotide,110.4,91.5,0.0,1.94,1699,371.89,0
k-nucleotide,110.83,91.86,0.0,1.91,1711,371.89,0
k-nucleotide,112.16,92.9,0.0,1.97,1729,371.89,0
k-nucleotide,111.24,92.27,0.0,1.97,1705,371.89,0
k-nucleotide,111.5,92.34,0.0,1.98,1722,371.89,0
k-nucleotide,111.06,92.01,0.0,1.91,1714,371.89,0
