Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,152.26,133.17,0.0,5.38,1570,2433.12,0
binary-trees,139.0,121.73,0.0,5.27,1410,2433.12,0
binary-trees,135.1,118.26,0.0,5.19,1368,2433.12,0
binary-trees,141.04,123.78,0.0,5.25,1409,2433.12,0
binary-trees,134.55,117.48,0.0,5.28,1387,2433.12,0
binary-trees,136.29,119.23,0.0,5.29,1388,2433.12,0
binary-trees,136.74,119.48,0.0,5.33,1404,2433.12,0
binary-trees,136.05,119.18,0.0,5.21,1375,2433.12,0
binary-trees,136.46,119.37,0.0,5.29,1390,2433.12,0
binary-trees,137.97,120.73,0.0,5.32,1401,2433.12,0
