Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,147.92,2062.36,0.07,127.37,0.0
C++,117.71,1468.13,0.08,127.37,0.0
C#,172.95,2433.24,0.07,127.37,0.0
Rust,139.19,1996.78,0.07,127.37,0.0
Java,130.47,1672.22,0.08,127.37,0.0
