Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,451.5,6732.73,0.07,244.12,0.0
C++,-5163.36,11499.6,-0.45,244.12,0.0
C#,481.01,7173.31,0.07,244.12,0.0
Rust,471.17,7009.2,0.07,244.12,0.0
Java,425.55,6344.91,0.07,244.12,0.0
