Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,113.69,2726.6,0.04,1.87,0.0
C++,126.6,2992.4,0.04,1.87,0.0
C#,128.22,3512.64,0.04,1.87,0.0
Rust,75.68,2089.56,0.04,1.87,0.0
Java,135.16,3616.22,0.04,1.87,0.0
