Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.43,34.91,0.04,0.0,0.0
C++,1.48,35.02,0.04,0.0,0.0
C#,4.85,114.91,0.04,0.0,0.0
Rust,3.23,78.42,0.04,0.0,0.0
Java,2.25,50.98,0.04,0.0,0.0
